complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV01212,CIT96298,Public Transport,Old City,Street Light Failure,High,In Progress,2024-05-14,,,No action taken on Old City complaint since Old City days,,Walk-in,Officer_312
GRV01213,CIT36510,Roads & Infrastructure,East District,Noise Pollution,Critical,Resolved,2024-10-11,2024-10-16,5.0,Urgent complaint about 15 affecting citizens,1,Walk-in,Officer_464
GRV01214,CIT37664,Public Transport,Riverside Block,Air Pollution,Low,Resolved,2024-10-23,2024-11-27,35.0,Urgent complaint about our affecting citizens,5,Phone,Officer_370
GRV01215,CIT87460,Police Department,Riverside Block,Sewage Overflow,High,Resolved,2022-03-22,2022-04-08,17.0,No action taken on this complaint since our days,3,Online Portal,Officer_308
GRV01216,CIT89791,Police Department,Hill Station,Power Outage,High,Pending,2024-08-07,,,Frequent power cuts Hill Station times daily in our ward,,Phone,Officer_235
GRV01217,CIT61748,Health Services,Hill Station,Road Damage,High,In Progress,2023-06-05,,,Street not repaired since Hill Station months in Hill Station area,,Phone,Officer_222
GRV01218,CIT81636,Revenue Department,North District,Corruption,Low,Resolved,2023-07-15,2023-10-01,78.0,Repeated complaint about our in 26 area still unresolved,4,Email,Officer_209
GRV01219,CIT83499,Housing Authority,Hill Station,Water Quality,Low,Resolved,2023-04-26,2023-06-24,59.0,No action taken on Hill Station complaint since this days,1,Walk-in,Officer_431
GRV01220,CIT98055,Municipal Sanitation,Old City,Water Shortage,Critical,Resolved,2022-12-13,2022-12-18,5.0,Irregular water supply affecting Old City households,4,Mobile App,Officer_473
GRV01221,CIT19991,Electricity Board,Industrial Area,Garbage Collection,Medium,In Progress,2022-05-21,,,Overflowing dustbin near 29 area not cleaned,,Online Portal,Officer_222
GRV01222,CIT76948,Roads & Infrastructure,North District,Drainage Issue,Medium,Resolved,2024-12-30,2025-02-02,34.0,Drain blocked causing flooding in our area,1,Walk-in,Officer_147
GRV01223,CIT12389,Public Transport,East District,Encroachment,Medium,In Progress,2023-05-28,,,Serious issue regarding East District in our locality,,Mobile App,Officer_275
GRV01224,CIT54588,Electricity Board,New Township,Water Quality,Critical,Resolved,2023-12-21,2023-12-22,1.0,Repeated complaint about this in this area still unresolved,2,Mobile App,Officer_197
GRV01225,CIT39720,Police Department,Hill Station,Delayed Response,High,In Progress,2022-05-18,,,Repeated complaint about this in our area still unresolved,,Walk-in,Officer_201
GRV01226,CIT64464,Water Supply,North District,Poor Service,Medium,Resolved,2024-02-02,2024-02-28,26.0,Serious issue regarding this in our locality,1,Mobile App,Officer_149
GRV01227,CIT74794,Police Department,New Township,Water Quality,Medium,In Progress,2024-08-27,,,No action taken on 5 complaint since our days,,Mobile App,Officer_259
GRV01228,CIT43853,Housing Authority,Suburban Area,School Facilities,Low,Resolved,2023-09-07,2023-10-04,27.0,Repeated complaint about our in this area still unresolved,1,Email,Officer_286
GRV01229,CIT52959,Roads & Infrastructure,North District,School Facilities,Medium,In Progress,2023-08-07,,,Urgent complaint about 24 affecting citizens,,Mobile App,Officer_368
GRV01230,CIT51721,Police Department,Riverside Block,Garbage Collection,Low,Resolved,2023-06-26,2023-08-17,52.0,Garbage not collected for Riverside Block days,5,Online Portal,Officer_218
GRV01231,CIT81950,Water Supply,Suburban Area,School Facilities,Medium,In Progress,2022-06-13,,,No action taken on our complaint since this days,,Online Portal,Officer_259
GRV01232,CIT87110,Revenue Department,South District,Noise Pollution,Low,Resolved,2022-05-21,2022-06-12,22.0,Serious issue regarding this in our locality,1,Phone,Officer_284
GRV01233,CIT53786,Revenue Department,New Township,Garbage Collection,Medium,Resolved,2023-05-23,2023-06-02,10.0,Overflowing dustbin near 7 area not cleaned,1,Phone,Officer_211
GRV01234,CIT63465,Environment Department,Coastal Ward,Street Light Failure,Critical,Resolved,2024-11-09,2024-11-13,4.0,Serious issue regarding our in our locality,5,Mobile App,Officer_352
GRV01235,CIT79177,Housing Authority,West District,Road Damage,High,Resolved,2024-03-06,2024-03-15,9.0,Street not repaired since West District months in this area,5,Walk-in,Officer_237
GRV01236,CIT25022,Municipal Sanitation,Suburban Area,Garbage Collection,Medium,In Progress,2022-01-03,,,No sanitation vehicle visiting our locality since Suburban Area,,Walk-in,Officer_453
GRV01237,CIT27360,Electricity Board,Riverside Block,Drainage Issue,Medium,In Progress,2023-05-25,,,Drain blocked causing flooding in Riverside Block area,,Online Portal,Officer_474
GRV01238,CIT24519,Roads & Infrastructure,Coastal Ward,Encroachment,Medium,Resolved,2022-01-06,2022-01-24,18.0,Serious issue regarding 15 in our locality,3,Mobile App,Officer_328
GRV01239,CIT96444,Electricity Board,East District,Garbage Collection,Medium,Closed,2024-04-21,2024-05-20,29.0,Garbage dumped on road since East District week near East District,2,Phone,Officer_280
GRV01240,CIT10400,Municipal Sanitation,Central Zone,Bus Route Issue,Critical,Pending,2023-06-01,,,Repeated complaint about Central Zone in 3 area still unresolved,,Phone,Officer_368
GRV01241,CIT33207,Health Services,West District,Corruption,Medium,Resolved,2023-08-04,2023-08-26,22.0,Repeated complaint about 26 in 17 area still unresolved,5,Phone,Officer_278
GRV01242,CIT61196,Health Services,Hill Station,Bus Route Issue,High,Resolved,2023-07-19,2023-08-06,18.0,No action taken on this complaint since this days,2,Online Portal,Officer_499
GRV01243,CIT45084,Municipal Sanitation,Suburban Area,Delayed Response,Critical,Resolved,2022-10-24,2022-10-26,2.0,No action taken on our complaint since 24 days,3,Email,Officer_258
GRV01244,CIT47068,Environment Department,Suburban Area,Water Shortage,Critical,Resolved,2022-08-08,2022-08-12,4.0,Irregular water supply affecting Suburban Area households,5,Email,Officer_394
GRV01245,CIT52909,Housing Authority,East District,Delayed Response,Low,Reopened,2022-02-10,,,Repeated complaint about our in this area still unresolved,,Mobile App,Officer_195
GRV01246,CIT86833,Roads & Infrastructure,Old City,School Facilities,Medium,In Progress,2023-07-11,,,Urgent complaint about this affecting citizens,,Email,Officer_389
GRV01247,CIT16003,Police Department,Industrial Area,Garbage Collection,High,Resolved,2023-05-17,2023-05-30,13.0,Garbage dumped on road since this week near Industrial Area,5,Walk-in,Officer_352
GRV01248,CIT63835,Municipal Sanitation,Suburban Area,Water Quality,Low,Resolved,2022-10-08,2022-11-16,39.0,Serious issue regarding this in our locality,4,Email,Officer_478
GRV01249,CIT22695,Roads & Infrastructure,Old City,Water Quality,Low,Resolved,2023-03-24,2023-05-20,57.0,Serious issue regarding 10 in our locality,5,Phone,Officer_161
GRV01250,CIT41025,Health Services,Hill Station,Road Construction Delay,Critical,Closed,2022-07-11,2022-07-17,6.0,Serious issue regarding our in our locality,5,Email,Officer_482
GRV01251,CIT96153,Fire Services,West District,Road Damage,Medium,Pending,2022-12-09,,,Pothole on main road causing accidents near this,,Mobile App,Officer_310
GRV01252,CIT10012,Public Transport,South District,Power Outage,Medium,Pending,2023-07-23,,,Power fluctuation damaging home appliances in our,,Walk-in,Officer_485
GRV01253,CIT35237,Education Department,New Township,Drainage Issue,Low,Resolved,2022-02-13,2022-03-30,45.0,Sewage overflow on main road near New Township,2,Online Portal,Officer_475
GRV01254,CIT39573,Electricity Board,West District,Hospital Service,Medium,Resolved,2022-05-06,2022-06-08,33.0,Urgent complaint about 3 affecting citizens,2,Walk-in,Officer_421
GRV01255,CIT59556,Health Services,Hill Station,Corruption,Low,Resolved,2022-11-22,2023-01-31,70.0,Serious issue regarding our in our locality,1,Email,Officer_189
GRV01256,CIT64401,Fire Services,Suburban Area,Garbage Collection,Low,Resolved,2022-05-30,2022-06-28,29.0,Garbage not collected for Suburban Area days,2,Walk-in,Officer_465
GRV01257,CIT30630,Housing Authority,Coastal Ward,Water Quality,Medium,Closed,2023-11-07,2023-12-10,33.0,Urgent complaint about this affecting citizens,2,Email,Officer_327
GRV01258,CIT35725,Health Services,Industrial Area,Property Tax,Critical,Pending,2022-02-11,,,Repeated complaint about this in this area still unresolved,,Online Portal,Officer_397
GRV01259,CIT72825,Roads & Infrastructure,Old City,Street Light Failure,Medium,Closed,2022-08-20,2022-09-29,40.0,Repeated complaint about Old City in Old City area still unresolved,5,Mobile App,Officer_164
GRV01260,CIT78822,Municipal Sanitation,North District,Documentation Issue,Medium,Closed,2022-06-21,2022-07-17,26.0,Serious issue regarding our in our locality,3,Email,Officer_169
GRV01261,CIT38902,Electricity Board,North District,Corruption,High,Pending,2022-10-14,,,Serious issue regarding North District in our locality,,Email,Officer_326
GRV01262,CIT13926,Roads & Infrastructure,Industrial Area,Water Quality,High,Resolved,2023-07-20,2023-08-02,13.0,Serious issue regarding 26 in our locality,1,Online Portal,Officer_470
GRV01263,CIT34958,Water Supply,Old City,Noise Pollution,High,Resolved,2022-06-16,2022-06-21,5.0,Repeated complaint about 27 in our area still unresolved,1,Email,Officer_113
GRV01264,CIT47992,Environment Department,East District,Air Pollution,High,Resolved,2024-10-29,2024-11-21,23.0,No action taken on East District complaint since East District days,5,Email,Officer_376
GRV01265,CIT33032,Education Department,Central Zone,Delayed Response,High,Pending,2022-11-05,,,No action taken on 18 complaint since this days,,Phone,Officer_120
GRV01266,CIT42192,Housing Authority,Suburban Area,Poor Service,Medium,Resolved,2022-01-06,2022-01-27,21.0,Repeated complaint about our in our area still unresolved,5,Walk-in,Officer_371
GRV01267,CIT45312,Electricity Board,Suburban Area,Encroachment,Medium,Pending,2022-11-02,,,Urgent complaint about our affecting citizens,,Online Portal,Officer_287
GRV01268,CIT71573,Health Services,East District,Road Construction Delay,Low,Resolved,2022-03-22,2022-06-20,90.0,Serious issue regarding East District in our locality,2,Phone,Officer_408
GRV01269,CIT91841,Police Department,New Township,Poor Service,High,Pending,2022-02-04,,,Urgent complaint about 6 affecting citizens,,Online Portal,Officer_237
GRV01270,CIT44289,Water Supply,Hill Station,Encroachment,Medium,Resolved,2024-12-19,2024-12-24,5.0,No action taken on Hill Station complaint since this days,4,Mobile App,Officer_364
GRV01271,CIT98211,Municipal Sanitation,East District,Hospital Service,Low,Pending,2022-11-14,,,Serious issue regarding this in our locality,,Email,Officer_447
GRV01272,CIT63430,Health Services,Coastal Ward,Drainage Issue,High,Pending,2023-09-22,,,Drainage pipe broken for 7 weeks,,Mobile App,Officer_314
GRV01273,CIT38032,Environment Department,East District,Air Pollution,High,In Progress,2024-06-01,,,Serious issue regarding our in our locality,,Online Portal,Officer_336
GRV01274,CIT15546,Water Supply,North District,School Facilities,High,Closed,2024-02-05,2024-02-17,12.0,Urgent complaint about North District affecting citizens,3,Walk-in,Officer_378
GRV01275,CIT21089,Fire Services,East District,School Facilities,High,Resolved,2022-02-17,2022-03-13,24.0,Repeated complaint about our in our area still unresolved,3,Email,Officer_394
GRV01276,CIT41646,Housing Authority,New Township,Water Shortage,High,In Progress,2024-01-25,,,Water pipeline broken causing shortage since our,,Walk-in,Officer_471
GRV01277,CIT14920,Electricity Board,Old City,Sewage Overflow,Low,In Progress,2023-11-28,,,No action taken on 23 complaint since our days,,Mobile App,Officer_204
GRV01278,CIT39082,Municipal Sanitation,Suburban Area,Air Pollution,Medium,Resolved,2022-09-08,2022-10-08,30.0,Urgent complaint about 27 affecting citizens,1,Online Portal,Officer_464
GRV01279,CIT81352,Police Department,Old City,Documentation Issue,High,Pending,2022-09-11,,,Serious issue regarding Old City in our locality,,Mobile App,Officer_403
GRV01280,CIT15139,Roads & Infrastructure,Old City,Hospital Service,Low,Pending,2023-04-08,,,Repeated complaint about 29 in 25 area still unresolved,,Online Portal,Officer_484
GRV01281,CIT22492,Police Department,New Township,Delayed Response,Medium,In Progress,2024-03-08,,,Repeated complaint about this in 26 area still unresolved,,Online Portal,Officer_194
GRV01282,CIT88275,Municipal Sanitation,Central Zone,Water Shortage,Medium,Pending,2022-09-19,,,No water supply for past this days in our area,,Walk-in,Officer_341
GRV01283,CIT10402,Fire Services,Coastal Ward,Delayed Response,Medium,Resolved,2022-09-03,2022-10-04,31.0,Urgent complaint about our affecting citizens,5,Walk-in,Officer_168
GRV01284,CIT24267,Water Supply,Riverside Block,School Facilities,High,Pending,2023-08-11,,,No action taken on Riverside Block complaint since this days,,Walk-in,Officer_113
GRV01285,CIT89504,Police Department,East District,Corruption,High,Resolved,2022-11-19,2022-11-28,9.0,Urgent complaint about East District affecting citizens,4,Walk-in,Officer_271
GRV01286,CIT78115,Public Transport,Suburban Area,Power Outage,Critical,Resolved,2023-08-26,2023-08-29,3.0,Power fluctuation damaging home appliances in 25,3,Online Portal,Officer_498
GRV01287,CIT22580,Public Transport,West District,Delayed Response,Medium,Closed,2022-04-05,2022-05-13,38.0,Serious issue regarding West District in our locality,4,Online Portal,Officer_121
GRV01288,CIT60631,Municipal Sanitation,Central Zone,Documentation Issue,Medium,Closed,2022-07-01,2022-07-07,6.0,Urgent complaint about this affecting citizens,1,Walk-in,Officer_481
GRV01289,CIT66333,Municipal Sanitation,Central Zone,Drainage Issue,Medium,In Progress,2022-04-17,,,Sewage overflow on main road near 15,,Phone,Officer_420
GRV01290,CIT78746,Education Department,Suburban Area,Water Quality,Low,Pending,2023-03-08,,,No action taken on 11 complaint since Suburban Area days,,Walk-in,Officer_383
GRV01291,CIT27890,Water Supply,East District,Poor Service,Medium,In Progress,2024-12-18,,,Repeated complaint about East District in our area still unresolved,,Email,Officer_470
GRV01292,CIT76505,Roads & Infrastructure,Old City,Garbage Collection,Medium,Pending,2022-04-08,,,Garbage dumped on road since 20 week near our,,Walk-in,Officer_393
GRV01293,CIT62803,Electricity Board,North District,Poor Service,Medium,Reopened,2022-12-06,,,Repeated complaint about this in our area still unresolved,,Email,Officer_428
GRV01294,CIT57996,Police Department,Riverside Block,Poor Service,Medium,Resolved,2022-10-25,2022-12-03,39.0,Repeated complaint about Riverside Block in our area still unresolved,5,Online Portal,Officer_250
GRV01295,CIT34952,Water Supply,Riverside Block,School Facilities,High,Pending,2022-12-25,,,Serious issue regarding Riverside Block in our locality,,Walk-in,Officer_499
GRV01296,CIT63453,Electricity Board,Suburban Area,Encroachment,Critical,Pending,2022-04-23,,,Serious issue regarding this in our locality,,Mobile App,Officer_303
GRV01297,CIT94139,Fire Services,South District,Poor Service,Critical,In Progress,2022-03-04,,,Repeated complaint about South District in South District area still unresolved,,Email,Officer_410
GRV01298,CIT96148,Municipal Sanitation,Hill Station,Sewage Overflow,High,Closed,2024-12-01,2024-12-08,7.0,Serious issue regarding our in our locality,1,Walk-in,Officer_308
